DateTime,02FEIND.02FELOAD.PNT_x,02FEIND.02FELOAD.PNT_y,03FETEMP.03TI1_8.PNT_x,03FETEMP.03TI1_8.PNT_y,02FETEMP.02TI1_61.PNT_x,02FETEMP.02TI1_61.PNT_y,03FETEMP.03TI1_1.PNT_x,03FETEMP.03TI1_1.PNT_y,03FETEMP.03TI1_2.PNT_x,03FETEMP.03TI1_2.PNT_y,03FETEMP.03TI1_3.PNT_x,03FETEMP.03TI1_3.PNT_y,03FETEMP.03TI1_4.PNT_x,03FETEMP.03TI1_4.PNT_y,03FETEMP.03TI1_5.PNT_x,03FETEMP.03TI1_5.PNT_y,03FETEMP.03TI1_6.PNT_x,03FETEMP.03TI1_6.PNT_y,03FETEMP.03TR4_7.PNT_x,03FETEMP.03TR4_7.PNT_y,03FETEMP.03TI1_9.PNT_x,03FETEMP.03TI1_9.PNT_y,03FETEMP.03TI1_10.PNT_x,03FETEMP.03TI1_10.PNT_y,03FETEMP.03TI1_11.PNT_x,03FETEMP.03TI1_11.PNT_y,03FETEMP.03TI1_12.PNT_x,03FETEMP.03TI1_12.PNT_y,03FETEMP.03TI1_13.PNT_x,03FETEMP.03TI1_13.PNT_y,03FETEMP.03TI1_14.PNT_x,03FETEMP.03TI1_14.PNT_y,03FETEMP.03TI1_15.PNT_x,03FETEMP.03TI1_15.PNT_y,03FETEMP.03TI1_18.PNT_x,03FETEMP.03TI1_18.PNT_y,03FETEMP.03TI1_19.PNT_x,03FETEMP.03TI1_19.PNT_y,03FETEMP.03TI1_20.PNT_x,03FETEMP.03TI1_20.PNT_y,03FETEMP.03TI1_21.PNT_x,03FETEMP.03TI1_21.PNT_y,03FETEMP.03TI1_22.PNT_x,03FETEMP.03TI1_22.PNT_y,03FETEMP.03TI1_23.PNT_x,03FETEMP.03TI1_23.PNT_y,03FETEMP.03TI1_24.PNT_x,03FETEMP.03TI1_24.PNT_y,03FETEMP.03TI4_18.PNT_x,03FETEMP.03TI4_18.PNT_y,02FETEMP.02TI1_101.PNT_x,02FETEMP.02TI1_101.PNT_y,03FECONTROL.03FRC8.MEAS_x,03FECONTROL.03FRC8.MEAS_y,03FEIND.03FR7.PNT_x,03FEIND.03FR7.PNT_y,03FECONTROL.03PIC7.MEAS_x,03FECONTROL.03PIC7.MEAS_y,03FETEMP.03TR4_1.PNT_x,03FETEMP.03TR4_1.PNT_y,03FETEMP.03TR4_2.PNT_x,03FETEMP.03TR4_2.PNT_y,03FETEMP.03TR4_5.PNT_x,03FETEMP.03TR4_5.PNT_y,03FETEMP.03TR1_31.PNT_x,03FETEMP.03TR1_31.PNT_y,03FECONTROL.03PIC3.MEAS_x,03FECONTROL.03PIC3.MEAS_y,03FECONTROL.03FIC10_1IN.PNT,03FECONTROL.03FIC10.OUT_x,03FECONTROL.03FIC10.OUT_y,03FECONTROL.03FIC12.MEAS_x,03FECONTROL.03FIC12.MEAS_y,03FECONTROL.03PRC2.MEAS_x,03FECONTROL.03PRC2.MEAS_y,03FECONTROL.03FRC3.MEAS_x,03FECONTROL.03FRC3.MEAS_y,03FEIND.03FR5.PNT_x,03FEIND.03FR5.PNT_y,03FECONTROL.03FRC11.MEAS_x,03FECONTROL.03FRC11.MEAS_y,03FEIND.03DP21.PNT_x,03FEIND.03DP21.PNT_y,03FETEMP.03HTAR7.PNT_x,03FETEMP.03HTAR7.PNT_y,03FECONTROL.03LRC9.MEAS_x,03FECONTROL.03LRC9.MEAS_y,03FEIND.03DPR22_1.PNT_x,03FEIND.03DPR22_1.PNT_y,03FEIND.03DPR22_2.PNT_x,03FEIND.03DPR22_2.PNT_y,03FEIND.03DPR22_3.PNT_x,03FEIND.03DPR22_3.PNT_y,03FEIND.03PR11.PNT_x,03FEIND.03PR11.PNT_y,03FEIND.03CO2AR1.PNT_x,03FEIND.03CO2AR1.PNT_y,03FEIND.03COAR2.PNT,03FEIND.03PI8.PNT_x,03FEIND.03PI8.PNT_y,03FEIND.03LR4.PNT_x,03FEIND.03LR4.PNT_y,03FECONTROL.03LRC6.MEAS_x,03FECONTROL.03LRC6.MEAS_y,02FETEMP.HCT_AVG.PNT_x,02FETEMP.HCT_AVG.PNT_y,AMM_AN_33000.AMM_RIN33383.MEAS,02FETEMP.02TI391.PNT,02FEIND.SC_RATIO.PNT_x,02FEIND.SC_RATIO.PNT_y
2023-01-01,115.732986450195,,296.069976806641,,205.529449462891,,164.999282836914,,103.706748962402,,128.110427856445,,134.625061035156,,131.281799316406,,70.438362121582,,301.04296875,,311.052825927734,,312.078796386719,,117.708633422852,,29.3290309906006,,74.5578765869141,,111.891380310059,,111.26927947998,,45.1625137329102,,45.031192779541,,96.4660491943359,,272.003662109375,,302.018920898438,,185.559814453125,,294.999053955078,,311.543334960938,,345.788330078125,,0.0,,150624.125,,27.7875003814697,,116.130340576172,,123.481758117676,,311.370574951172,,117.930679321289,,4.23749971389771,,67.5953063964844,28.0000076293945,,9.34850692749023,,0.355664044618607,,335.452117919922,,1328.93725585938,,1006.38354492188,,1958.671875,,138.719497680664,,39.984375,,0.151923820376396,,0.165917962789536,,0.234589844942093,,0.491386711597443,,1256.25,,-0.11951170861721,28.6226558685303,,38.8278388977051,,60.029296875,,789.205200195313,,934.920654296875,,3.72537469863892,
2023-01-02,115.6884384155275,,296.144012451172,,205.177139282227,,164.921936035156,,103.756958007813,,128.185745239258,,134.62956237793,,131.271514892578,,70.38333511352539,,300.561279296875,,311.032562255859,,311.662322998047,,117.688949584961,,30.3530673980713,,74.5578765869141,,111.990859985352,,111.228736877441,,45.4132385253906,,45.171215057373,,96.4454193115234,,271.481536865234,,301.885391235352,,186.64675903320352,,295.251586914063,,311.508514404297,,345.813018798828,,0.0,,150873.125,,27.7875003814697,,115.963623046875,,123.557060241699,,311.404083251953,,117.773612976074,,4.2370312213897705,,67.2839126586914,28.0000076293945,,8.9710373878479,,0.355664044618607,,335.950134277344,,1331.84411621094,,1009.06872558594,,1946.572265625,,138.978569030762,,39.97265625,,0.154033198952675,,0.166054680943489,,0.2373730465769765,,0.493574216961861,,1259.228515625,,-0.116394519805908,28.5945320129395,,39.30097770690915,,59.99609375,,789.5020141601565,,935.71435546875,,3.72175371646881,
2023-01-03,115.80774307250951,,296.188934326172,,205.349014282227,,164.698257446289,,103.873458862305,,128.429061889648,,134.554260253906,,131.23225402832,,70.4396667480469,,301.417007446289,,312.198455810547,,312.832641601563,,118.656753540039,,30.4050407409668,,74.2714767456055,,111.762702941895,,111.389358520508,,45.4302864074707,,45.1934242248535,,96.5455627441406,,273.291564941406,,303.135437011719,,187.474304199219,,294.929443359375,,312.495941162109,,346.800415039063,,0.0,,151093.6953125,,27.7875003814697,,116.023170471191,,123.485961914063,,312.8427734375,,117.788146972656,,4.258593797683715,,67.56478500366215,28.0000076293945,,8.80415821075439,,0.355664044618607,,335.978042602539,,1332.256469726565,,1009.3263244628899,,2025.5859375,,139.0780258178715,,39.9765625,,0.15207030624151252,,0.165537104010582,,0.238339841365814,,0.493281245231628,,1501.0498046875,,-0.0509335845708847,28.5703125,,39.6825408935547,,60.001953125,,789.365234375,,934.920654296875,,3.72616374492645,
2023-01-04,115.5439758300785,,296.147888183594,,205.446517944336,,164.434509277344,,103.323486328125,,127.978172302246,,134.512771606445,,131.038848876953,,73.87419891357419,,300.93583679199196,,310.932922363281,,311.5574798583985,,118.115776062012,,29.8081436157227,,74.43143463134771,,111.815147399902,,111.301502227783,,45.4486541748047,,45.1062240600586,,96.20570373535155,,272.2124176025395,,302.153305053711,,189.6525344848635,,294.948120117188,,311.212661743164,,346.168792724609,,0.0,,150588.53125,,27.6867198944092,,115.987777709961,,123.530738830566,,311.101287841797,,117.440567016602,,4.26156234741211,,67.68585968017581,28.0000076293945,,8.53564834594727,,0.355664044618607,,336.233734130859,,1333.690551757815,,1010.26245117188,,1981.69921875,,139.5987854003905,,39.96875,,0.151806637644768,,0.165595695376396,,0.238691404461861,,0.477324217557907,,1196.2158203125,,0.0347890704870224,28.576562881469748,,39.3467674255371,,60.013671875,,789.207458496094,,934.920654296875,,3.736024975776675,
2023-01-05,114.57385635376,,296.132965087891,,205.001037597656,,164.445098876953,,103.257171630859,,127.767051696777,,134.36213684082,,130.888244628906,,74.29497909545896,,300.412261962891,,309.917694091797,,310.412658691406,,116.532989501953,,29.892391204834,,74.0477981567383,,111.349449157715,,110.921424865723,,45.1062240600586,,44.7106876373291,,95.9057464599609,,270.1083984375,,300.73728942871105,,189.76818084716803,,294.929138183594,,310.000610351563,,345.059539794922,,0.0,,149544.75,,27.6867198944092,,115.756057739258,,123.07787322998,,310.100616455078,,117.455360412598,,4.25281238555908,,66.62113189697266,25.0000076293945,,8.58471584320068,,0.367294907569885,,336.428863525391,,1333.624633789065,,1009.5721740722649,,1838.7890625,,138.788703918457,,39.994140625,,0.151591792702675,,0.1660839840769765,,0.236523434519768,,0.4684765487909315,,990.72265625,,0.0425820387899876,28.5421886444092,,39.7435913085938,,59.994140625,,789.452880859375,,934.920654296875,,3.7442780733108547,
2023-01-06,114.34566879272501,,296.143096923828,,204.928329467773,,164.802688598633,,102.918296813965,,127.767707824707,,134.2229766845705,,130.4790267944335,,75.2079010009766,,300.393280029297,,310.066436767578,,310.89208984375,,116.503372192383,,29.3973655700684,,73.7676582336426,,111.0578765869145,,110.389415740967,,44.3601989746094,,44.3807983398438,,95.7448425292969,,270.149383544922,,300.8565979003905,,196.7763595581055,,294.9326171875,,310.432891845703,,344.657684326172,,0.0,,149391.8046875,,27.6867198944092,,115.465133666992,,123.067573547363,,310.517059326172,,117.127723693848,,4.24953126907349,,66.30234146118165,25.0000076293945,,8.97870540618896,,0.339580059051514,,336.06640625,,1332.86657714844,,1009.0453186035149,,1836.4453125,,138.66755676269548,,39.9453125,,0.15222655236721,,0.164946287870407,,0.104892574250698,,0.456533193588257,,1021.728515625,,0.12830469757318502,28.4523448944092,,40.888278961181655,,60.017578125,,789.3899841308595,,934.920654296875,,3.7526398897171047,
2023-01-07,114.36186218261699,,296.024475097656,,204.881774902344,,164.764694213867,,102.84880065918,,127.745513916016,,133.97917175293,,130.374588012695,,76.6419982910156,,300.41796875,,309.742065429688,,310.913269042969,,117.086898803711,,29.4377040863037,,74.233528137207,,110.759567260742,,110.375267028809,,44.6817359924316,,44.4516181945801,,95.5314712524414,,270.067443847656,,300.982238769531,,197.0660552978515,,294.879760742188,,310.477844238281,,344.786743164063,,0.0,,149484.34375,,27.6867198944092,,115.440040588379,,122.921180725098,,310.486419677734,,117.083343505859,,4.248124837875365,,66.2872543334961,25.0000076293945,,8.990591049194336,,0.339580059051514,,336.019897460938,,1331.67907714844,,1008.43621826172,,1853.26171875,,138.62203216552751,,39.970703125,,0.152207031846046,,0.166601553559303,,0.10181640461087199,,0.457363277673721,,1053.3203125,,0.157917976379395,28.4382820129395,,40.91880416870115,,59.998046875,,789.3128356933595,,934.920654296875,,3.752805709838865,
2023-01-08,114.413581848145,,296.04345703125,,205.1692581176755,,164.4351959228515,,102.743530273438,,127.675651550293,,133.958282470703,,130.41965484619152,,77.15933990478516,,300.391998291016,,309.737030029297,,310.570892333984,,117.027320861816,,29.9290313720703,,74.233528137207,,110.765007019043,,110.540683746338,,44.7882385253906,,44.6067237854004,,95.6547393798828,,270.563812255859,,301.158966064453,,196.63688659668,,294.963012695313,,310.461730957031,,345.296905517578,,0.0,,149646.625,,27.6867198944092,,115.589714050293,,122.916969299316,,310.540222167969,,117.073036193848,,4.25624990463257,,66.4144172668457,25.0000076293945,,8.96759796142578,,0.368730455636978,,336.089645385742,,1331.1344604492201,,1008.1900939941399,,1868.26171875,,138.8096313476565,,39.974609375,,0.150859370827675,,0.166396476328373,,0.103017576038837,,0.4615039080381395,,1047.265625,,0.2857226580381395,28.4382820129395,,40.21672821044925,,60.013671875,,789.6326904296875,,936.111145019531,,3.749632596969605,
2023-01-09,114.39151763916,,296.034240722656,,205.219451904297,,163.445739746094,,102.672714233398,,127.566520690918,,133.751953125,,130.176986694336,,77.32924270629886,,300.387573242188,,310.154388427734,,311.037353515625,,117.593421936035,,30.4310092926025,,74.28322982788085,,110.790107727051,,110.2455558776855,,44.865795135498,,45.0914306640625,,95.6247787475586,,271.050231933594,,301.537628173828,,197.73274230957,,295.087371826172,,310.580993652344,,345.272216796875,,0.0,,149684.34375,,27.6867198944092,,115.354713439941,,122.744445800781,,310.640502929688,,116.659805297852,,4.25218749046326,,66.56951141357425,25.0000076293945,,8.487135887146,,0.368730455636978,,335.954788208008,,1331.05187988281,,1008.08459472656,,1873.59375,,138.978744506836,,40.0146484375,,0.152812495827675,,0.166406251490116,,0.102187495678663,,0.450781241059303,,1081.982421875,,0.327804684638977,28.48046875,,40.7814407348633,,59.990234375,,789.179138183594,,935.317443847656,,3.74682199954987,
2023-01-10,114.305561065674,,296.099456787109,,205.249572753906,,163.404754638672,,102.733222961426,,127.454872131348,,133.480331420898,,130.11679840087902,,79.41574478149415,,300.8388671875,,310.4423828125,,311.047485351563,,117.642028808594,,29.8770580291748,,74.5221939086914,,110.624687194824,,110.29061126709,,44.7026290893555,,44.566822052002,,95.6180191040039,,271.568450927734,,301.713882446289,,201.605026245117,,295.122161865234,,310.913970947266,,345.71337890625,,0.0,,149676.796875,,27.6851558685303,,115.25978851318351,,122.660140991211,,311.082305908203,,116.689392089844,,4.2424998283386195,,66.67739868164065,25.0000076293945,,7.48801350593567,,0.368730455636978,,336.0152435302735,,1331.54711914063,,1007.92047119141,,1879.62890625,,139.518325805664,,40.0234375,,0.148847654461861,,0.1652441322803495,,0.101005859673023,,0.443749994039536,,1110.009765625,,0.39170703291893,28.4710941314697,,41.6361427307129,,60.013671875,,789.610076904297,,936.507934570313,,3.748393774032595,
