DateTime,03FEIND.03FR7.PNT
1/1/2022 00:05:00,151483.59375
1/1/2022 00:10:00,151431.40625
1/1/2022 00:15:00,151539.46875
1/1/2022 00:20:00,151749.78125
1/1/2022 00:25:00,151933.78125
1/1/2022 00:30:00,151731.171875
1/1/2022 00:35:00,151435.140625
1/1/2022 00:40:00,151599.0625
1/1/2022 00:45:00,151464.953125
1/1/2022 00:50:00,151134.796875
1/1/2022 00:55:00,151532.015625
1/1/2022 01:00:00,151435.140625
1/1/2022 01:05:00,151450.046875
1/1/2022 01:10:00,151412.78125
1/1/2022 01:15:00,151649.3125
1/1/2022 01:20:00,151401.59375
1/1/2022 01:25:00,151569.265625
1/1/2022 01:30:00,151375.484375
1/1/2022 01:35:00,151690.25
1/1/2022 01:40:00,151576.71875
1/1/2022 01:45:00,151660.484375
1/1/2022 01:50:00,151450.046875
1/1/2022 01:55:00,151701.40625
1/1/2022 02:00:00,151881.765625
1/1/2022 02:05:00,151517.125
1/1/2022 02:10:00,151491.046875
1/1/2022 02:15:00,151106.78125
1/1/2022 02:20:00,151645.59375
1/1/2022 02:25:00,150953.546875
1/1/2022 02:30:00,151168.40625
1/1/2022 02:35:00,151554.375
1/1/2022 02:40:00,151295.296875
1/1/2022 02:45:00,151494.765625
1/1/2022 02:50:00,151528.296875
1/1/2022 02:55:00,151351.25
1/1/2022 03:00:00,151246.796875
1/1/2022 03:05:00,151146.0
1/1/2022 03:10:00,151269.1875
1/1/2022 03:15:00,151587.890625
1/1/2022 03:20:00,151487.3125
1/1/2022 03:25:00,151727.453125
1/1/2022 03:30:00,151498.484375
1/1/2022 03:35:00,151630.703125
1/1/2022 03:40:00,151634.421875
1/1/2022 03:45:00,151664.203125
1/1/2022 03:50:00,151569.265625
1/1/2022 03:55:00,151257.984375
1/1/2022 04:00:00,151427.6875
1/1/2022 04:05:00,151612.09375
1/1/2022 04:10:00,151653.03125
1/1/2022 04:15:00,151405.3125
1/1/2022 04:20:00,151479.859375
1/1/2022 04:25:00,151904.0625
1/1/2022 04:30:00,151630.703125
1/1/2022 04:35:00,151524.5625
1/1/2022 04:40:00,151371.765625
1/1/2022 04:45:00,151446.328125
1/1/2022 04:50:00,151121.71875
1/1/2022 04:55:00,151420.234375
1/1/2022 05:00:00,151764.65625
1/1/2022 05:05:00,151336.328125
1/1/2022 05:10:00,151535.75
1/1/2022 05:15:00,151524.5625
1/1/2022 05:20:00,151546.921875
1/1/2022 05:25:00,151168.40625
1/1/2022 05:30:00,151153.46875
1/1/2022 05:35:00,151517.125
1/1/2022 05:40:00,151409.046875
1/1/2022 05:45:00,151524.5625
1/1/2022 05:50:00,151190.796875
1/1/2022 05:55:00,151558.09375
1/1/2022 06:00:00,151190.796875
1/1/2022 06:05:00,151937.5
1/1/2022 06:10:00,151746.0625
1/1/2022 06:15:00,151306.484375
1/1/2022 06:20:00,151970.9375
1/1/2022 06:25:00,151509.671875
1/1/2022 06:30:00,151276.640625
1/1/2022 06:35:00,152121.28125
1/1/2022 06:40:00,151753.5
1/1/2022 06:45:00,151820.4375
1/1/2022 06:50:00,151390.40625
1/1/2022 06:55:00,151431.40625
1/1/2022 07:00:00,151630.703125
1/1/2022 07:05:00,151738.609375
1/1/2022 07:10:00,151757.21875
1/1/2022 07:15:00,151231.859375
1/1/2022 07:20:00,151321.40625
1/1/2022 07:25:00,152228.84375
1/1/2022 07:30:00,151427.6875
1/1/2022 07:35:00,151855.75
1/1/2022 07:40:00,151164.671875
1/1/2022 07:45:00,151772.09375
1/1/2022 07:50:00,151423.953125
1/1/2022 07:55:00,151013.359375
1/1/2022 08:00:00,151768.375
1/1/2022 08:05:00,151690.25
1/1/2022 08:10:00,151656.75
1/1/2022 08:15:00,151032.046875
1/1/2022 08:20:00,151608.359375
1/1/2022 08:25:00,151468.6875
1/1/2022 08:30:00,151505.9375
1/1/2022 08:35:00,151039.515625
1/1/2022 08:40:00,151397.859375
1/1/2022 08:45:00,151576.71875
1/1/2022 08:50:00,152045.203125
1/1/2022 08:55:00,151272.90625
1/1/2022 09:00:00,150968.5
1/1/2022 09:05:00,151831.578125
1/1/2022 09:10:00,151727.453125
1/1/2022 09:15:00,151347.515625
1/1/2022 09:20:00,151464.953125
1/1/2022 09:25:00,151653.03125
1/1/2022 09:30:00,151149.734375
1/1/2022 09:35:00,151502.21875
1/1/2022 09:40:00,151584.15625
1/1/2022 09:45:00,151720.015625
1/1/2022 09:50:00,151412.78125
1/1/2022 09:55:00,151520.84375
1/1/2022 10:00:00,151686.53125
1/1/2022 10:05:00,151520.84375
1/1/2022 10:10:00,151498.484375
1/1/2022 10:15:00,152150.96875
1/1/2022 10:20:00,150968.5
1/1/2022 10:25:00,151831.578125
1/1/2022 10:30:00,151805.5625
1/1/2022 10:35:00,151907.78125
1/1/2022 10:40:00,152099.015625
1/1/2022 10:45:00,151948.640625
1/1/2022 10:50:00,152191.765625
1/1/2022 10:55:00,152087.890625
1/1/2022 11:00:00,152202.890625
1/1/2022 11:05:00,152056.328125
1/1/2022 11:10:00,151874.328125
1/1/2022 11:15:00,151749.78125
1/1/2022 11:20:00,151686.53125
1/1/2022 11:25:00,151837.15625
1/1/2022 11:30:00,152019.203125
1/1/2022 11:35:00,151608.359375
1/1/2022 11:40:00,151716.296875
1/1/2022 11:45:00,151757.21875
1/1/2022 11:50:00,151634.421875
1/1/2022 11:55:00,151656.75
1/1/2022 12:00:00,151918.921875
